no,merek dagang,cara pemakaian,pembuat
635 ,METHA 400 EC,"Cabai : kutu daun Myzus persicae (Penyemprotan volume tinggi : 2 ml/l) Kedelai: hama lalat bibit
Agromyza sp.
penggerek polong
Etiella zinckenella (Penyemprotan volume tinggi : 2 ml/l)",PT Sari Kimia Unggul
636 ,METHACIDE 25 WP,"Cabai : hama trips Thrips parvispinus, kutu daun Myzus persicae (Penyemprotan volume tinggi : 1,5 - 2 g/l)",PT Biotek Saranatama
637 ,METFURON 20 WG,"Lahan tanpa tanaman: gulma berdaun lebar 
Ageratum conyzoides (Penyemprotan volume tinggi:
50 - 100 g/ha) Lahan tanpa tanaman: gulma berdaun lebar 
Synedrella nodiflora (Penyemprotan volume tinggi:
75 - 100 g/ha)",PT Farmco Kimia
638 ,METEOR 25 EC,"Bawang merah : perusak daun spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 l/ha) Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi  : 0,5 - 1 ml/l) Jagung : ulat grayak Spodoptera litura, penggerek tongkol Helicoverpa armigera, penggerek batang Ostrinia fumacalis, belalang Locusta sp. (Penyemprotan volume tinggi :  1 - 2  ml/l) Jambu mete : pengisap buah Helopeltis spp. (Penyemprotan volume tinggi : 0,75 - 1,50 ml/l) Jarak Pagar : pengisap buah Chysocoris javanus (Penyemprotan volume tinggi  : 0,5 - 1 ml/l) Jeruk : kutu loncat Diaphorina citri (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Kacang panjang : penggerek polong Maruca testulalis, kutu daun Aphis craccivora (Penyemprotan volume tinggi  : 1 - 2 ml/l) Kakao : penggerek buah Canopomorpha cramerella (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Kakao : pengisap buah Helopeltis antonii (Penyemprotan volume tinggi : 0,25 - 0,50 l/ha) Kedelai : pengisap polong Nezara Viridula, Piezodorus sp., penggerek polong Etiella zinckenella (Penyemprotan volume tinggi  : 0,25 - 0,5 ml/l) Kelapa sawit : ulat api Setothosea asigna (Penyemprotan volume tinggi : 0,25 - 0,5 l/ha) Kubis : perusak daun Plutella xylostella (Penyemprotan volume tinggi : 1 - 2 ml/l) Kubis : ulat krop Crocidolomia binotalis (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Tembakau : ulat daun Helicoverpa armigera, kutu daun Myzus persicae (Penyemprotan volume tinggi : 1 - 2 ml/l) Tomat : ulat buah Heliothis armigera (Penyemprotan volume tinggi  : 0,25 - 0,5 ml/l)",PT Agricon
639 ,METAZEB 80 WP,"Apel : penyakit embun tepung Podosphaerela leucontricha (Penyemprotan volume tinggi : 0,5 - 1 g/l) Bawang merah : penyakit bercak daun Alternaria porri (Penyemprotan volume tinggi : 2 - 3 g/l) Cabai : penyakit antraknosa Colletotrichum gloeosporioides, Colletotrichum capsici (Penyemprotan volume tinggi : 2 - 4 kg/ha) Karet : penyakit embun tepung Oidium heveae (Penyemprotan volume tinggi  : 3 g/l) Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 - 4 g/l) Tomat : penyakit busuk daun Phythopthora infestans (Penyemprotan volume tinggi : 2 - 4 g/l)",PT Petrokimia Kayaku
640 ,METARIZEP WP,"Padi sawah: wereng coklat
Nilaparvata lugens (Penyemprotan volume tinggi:
1,5 g/l)",PT Prima Agro Tech
641 ,METAREX 20 WG,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Clidemia hirta, Mikania micrantha, Synedrella nodiflora (Penyemprotan volume tinggi : 125 - 150 g/ha)",PT Nusa Mandiri Utama
642 ,METAPRIMA 20 WG,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Calopogonium mucunoides, Clidemia hirta, Synedrella nodiflora (Penyemprotan volume tinggi  : 50 - 75 g/ha) Padi sawah : gulma berdaun lebar Ludwigia octovalvis, Marsilea crenata, Monochoria vaginalis, Spenochlea zeylanica, teki Fimbristylis miliacea (Penyemprotan volume tinggi : 10 - 20 g/ha)",PT Agrindo Surya Abadi
643 ,METALAX 35 SD,"Jagung : penyakit bulai Peronosclerosora maydis (Penyemprotan volume tinggi:
0,75 g/l)",PT Global Agrotech
644 ,MESOTA 80 WG,"Jagung: gulma berdaun lebar Ageratum conyzoides, Borreria alata, Richardia brassiliensis, Synedrella nodiflora; gulma berdaun sempit Eleusine indica, Digitaria ciliaris, Paspalum conjugatum (Penyemprotan volume tinggi:
1,5 - 2 kg/ha)",PT Rotam Indonesia
645 ,MESTAFEN 200 EC,"Kedelai : penggerek polong Etiella zinckenella (Penyemprotan volume tinggi : 0,5 - 1 l/ha)",PT Harina Chemicals Industry
646 ,METAL 30 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1 - 2 ml/l) Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1 - 2 ml/l) Kakao : pengisap buah Helopeltis antonii (Penyemprotan volume tinggi : 2 ml/l) Kubis : perusak daun Plutella xylostella (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Kubis : perusak daun Crocidolomia pavonana (Penyemprotan volume tinggi : 1 - 2 ml/l) Tembakau : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 2 - 4 ml/l) Tembakau : penggerek pucuk Helicoverpa sp. (Penyemprotan volume tinggi : 1 - 2 ml/l)",PT Ragam Mandiri
647 ,MERPAN 80 WG,"Bawang merah : penyakit bercak ungu Alternaria porri, penyakit antraknosa Colletotrichum gloeosporioides (Penyemprotan volume tinggi : 3 - 4 g/l) Cabai : penyakit antraknosa Colletotrichum gloeosporioides, penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi : 2 g/l) Jeruk : penyakit embun tepung
Oidium sp. (Penyemprotan volume tinggi:
3 g/l) Kentang : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi : 4 g/l) Mangga : penyakit antraknosa Colletotrichum gloeosporioides, penyakit bercak daun Stigmina mangifera (Penyemprotan volume tinggi : 3 - 4 g/l) Padi : penyakit hawar pelepah Rhizoctonia solani, penyakit bercak daun sempit Cercospora janseana (Penyemprotan volume tinggi : 1500 - 2000 g/ha) Tomat : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi : 2 - 3 g/l)",PT Royal Agro Indonesia
648 ,MERIT 250 CS,Jagung : penggerek tongkol Helicoverpa armigera (Penyemprotan volume tinggi : 2 ml/l),PT Rainbow Agrosciences
649 ,KOMODOR 300/100 SL,"Hutan tanaman industri Acacia mangium : gulma berdaun lebar Chromolaena odorata, gulma berdaun sempit Ottochloa nodosa (Penyemprotan volume tinggi : 2 - 3 l/ha) Hutan tanaman industri Acacia mangium : gulma berdaun lebar Melastoma affine, Mikania micrantha (Penyemprotan volume tinggi : 1 - 2  l/ha) Kakao (TBM) : gulma berdaun sempit Axonopus compressus,Crytococum sp., (Penyemprotan volume tinggi :  1,5 - 3  l/ha) Karet (TBM) : gulma berdaun lebar Calopogonium mucunoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ottochloa nodosa (Penyemprotan volume tinggi :  1,5 - 3 l/ha) Kelapa sawit (TBM) : gulma berdaun lebar Synedrella nodiflora, Borreria alata, Ageratum conyzoides, Mikania micrantha ; gulma berdaun sempit Ottochloa nodosa, Ischaemum timorense, Axonopus compressus (Penyemprotan volume tinggi : 2 - 3 l/ha) Kopi (TBM) : gulma berdaun lebar Ageratum conyzoides ; gulma berdaun sempit Axonopus compressus, teki Cyperus kilingia (Penyemprotan volume tinggi : 3 l/ha) Pers. lahan budidaya padi pasang surut (TOT): gulma berdaun lebar Ludwigia octovalvis, gulma berdaun sempit Echinochloa crus-galli, teki Cyperus spp.,Eleocharis dulcis (Penyemprotan volume tinggi : 4 - 6 l/ha) Persiapan lahan budidaya padi sawah (TOT) : gulma berdaun lebar Commelina diffusa, Monochoria vaginalis, Rotala leptopetala, gulma berdaun sempit Echinochloa crus-galli, Leptochloa chinensis, teki Cyperus iria (Penyemprotan volume tinggi : 3 - 6 l/ha) Persiapan lahan budidaya padi sawah (TOT) : gulma berdaun sempit Paspalum distichum, teki Fimbristyllis littoralis (Penyemprotan volume tinggi : 6 l/ha) Teh : gulma berdaun lebar Ageratum conyzoides, Crassocephalum crepidioides, Erygeron sumatrensis ; gulma berdaun sempit Cynodon dactylon, Oplismenus compositus, Paspalum conjugatum (Penyemprotan volume tinggi : 2 - 3 l/ha)",PT Petrokimia Kayaku
650 ,KNOCKER 360 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1 - 1,5 ml/l)",PT Agromanna Jaya Lestari
651 ,KOJO 300 SC,"Padi: penyakit blastPyricularia oryzae (Penyemprotan volume tinggi:
500 ml/ha) Padi: penyakit hawar pelepah
Sarocladium sp. (Penyemprotan volume tinggi:
1 ml/l)",PT Dow AgroSciences Indonesia
652 ,KLOPER 500 SL,"Padi sawah: Penggerek batang kuning
Scirpophaga incertulas (Penyemprotan volume tinggi:
1,5 ml/l) Padi sawah: wereng coklat
Nilaparvata lugens (Penyemprotan volume tinggi :
0,5 ml/l)",PT Agri Triguna Selaras
653 ,"KLERAT 0,005 BB",Tikus sawah : Rattus argentiventer (Pengumpanan siap pakai) Tikus semak : Rattus tiomanicus (Pengumpanan siap pakai),PT Syngenta Indonesia
654 ,KLENSECT 200 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 2 ml/l) Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi  : 1 - 1,5 ml/l) Jagung: hama belalang
Oxya chinensis (Penyemprotan volume tinggi:
1,5 ml/l ) Kakao : penggerek buah kakao Conopomorpha cramerella (Penyemprotan volume tinggi : 1 - 2 ml/l) Kedelai : lalat bibit 
Agromyza sp.
penggulung daun 
Lamprosema indicata
pengisap polong 
Nezara viridula
ulat jengkal 
Plusia chalcites
penggerek polong 
Etiella sp.  (Penyemprotan volume tinggi  : 0,125 - 0,250 ml/l) Kedelai :  ulat jengkal 
Chrysodeixis chalcites  (Penyemprotan volume tinggi:
1 - 2 ml/l ) Kelapa sawit : ulat api Setora nitens (Penyemprotan volume tinggi : 0,25 - 0,50 ml/l) Kentang : hama trips Thrips palmi (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Kubis : perusak daun Plutella xylostella (Penyemprotan volume tinggi  : 0,5 - 1 ml/l) Kubis : perusak daun Crocidolomia pavonana (Penyemprotan volume tinggi  : 0,75 - 1 ml/l) Tembakau : penggerek pucuk Helicoverpa armigera (Penyemprotan volume tinggi : 0,5 - 1 ml/l)",PT Dharma Guna Wibawa
655 ,KLEENUP 480 SL,"Karet : alang-alang Imperata cylindrica (Penyemprotan volume tinggi : 3 - 4 l/ha) Kelapa sawit (TBM): gulma berdaun lebar
Ageratum conyzoides
golongan rumput
Setaria plicata
alang alang
Imperata cylindrica (Penyemprotan volume tinggi:
3-4  l/ha) Teh: golongan rumput
Paspalum conjugatum
Richardia brasiliensis (Penyemprotan volume tinggi:
3 - 4 l/ha)",PT Nufarm Indonesia
656 ,KISS UP 490 SL,"Budidaya kakao (TBM): gulma berdaun lebar 
Ageratum conyzoides
Clidemia hirta
golongan rumput
Digitaria ciliaris
Paspalum conjugatum (Penyemprotan volume tinggi: 
1,5 - 2,5 l/ha) Kelapa sawit (TBM) : gulma berdaun lebar 
Chromolaena odorata
Mikania micrantha
golongan rumput
Ottochloa nodosa
Paspalum conjugatum (Penyemprotan volume tinggi: 
1,5 - 2,5 l/ha)",PT Ankewa Chemical Indonesia
657 ,KINGSTAR 84 WG,Padi : penyakit bercak coklat sempit Cercospora janseana (Penyemprotan volume tinggi : 2 g/l),PT Rainbow Agrosciences
658 ,KIRARI 50 WG,"Kubis penyakit akar gada Plasmodiophora brassicae
 (Penyemprotan volume tinggi 1600 g/ha
)",PT Nufarm Indonesia
659 ,KINGLON 667 EC,"Karet (TBM): gulma berdaun lebar
Ageratum conyzoides
Borreria alata
Chromolaena odorata
Emilia sonchifolia
Erechtites valerianfolia
Mikania micrantha
Peperomia pellucida (Penyemprotan volume tinggi:
0,75 - 1,25 l/ha)",CV Binangun Agro Lestari
660 ,KINGKONG 26 LV,"Nyamuk Di dalam ruangan:nyamuk Aedes aegypti Culex quinquefasciatus
 (Pemanasan dengan alat listrik
)",PT Ampuh Perkasa Jaya
661 ,"KING COBRA 0,3 MC","Di dalam ruangan: nyamuk
Aedes aegypti
Culex quinquifasciatus (Pembakaran)",PT Sinar Matahari Nasional
662 ,KIMIDA 10 WP,"Padi: wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi : 0,75 g/l)",PT Kenso Indonesia
663 ,KIMIRU 45 WP,"Padi sawah: gulma berdaun lebar
Ludwigia octovalvis
Monochoria vaginalis
Sphenocholea zeylanica
teki
Fimbristylis miliacea
Scirpus juncoides (Penyemprotan volume tinggi:
1-2 kg/ha)",PT Petrokimia Kayaku
664 ,KILLMOS 80 P*,Padi sawah : Tikus sawah Rattus argentiventer (Pencampuran dengan umpan),PT Agrindo Surya Abadi
665 ,KILSTA 10 MCP,"Kayu lapis : bubuk kayu kering Lyctus bruneus (Pelaburan : 0,1 kg/m3 kayu lapis)",PT Pamolite Adhesive Industry
666 ,KILL UP 480/1 SL,"Lahan tanpa tanaman : Gulma berdaun sempit 
Ischaemum timorense
Ottochloa nodosa
Paspalum conjugatum  (Penyemprotan volume tinggi:
3 - 4,5 l/ha)",PT Agrotech Pesticide Industry
667 ,KILIRI 20 EC,"Cabai : hama trips Thrips parvispinus (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Cabai: kutu daun Myzus persicae (Penyemprotan volume tinggi: 0,375 - 0,500 ml/l) Kentang : pengorok daun Liriomyza hudobrensis (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l)",PT Fortuna Mulia Sejati
668 ,KEPRETIN 100 EC,"Cabai : hama trips Thrips parvispinus (Penyemprotan volume tinggi : 2 ml/l) Cabai : kutu daun Myzus persicae (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",CV Makmur Jaya Bekasi
669 ,KERING 300 SL*,"Kopi - gulma berdaun lebar Ageratum conyzoides  Richardia brasiliensis
- gulma golongan rumput Paspalum conjugatum
 (Penyemprotan volume tinggi 1 - 1,5 l/ha
)",PT Kristalindo Karunia Internasional
670 ,KEONGTOX 250 EC,Padi sawah : siput murbei Pomacea spp. (Penyemprotan volume tinggi  : 3 ml/l),PT Santani Agro Perkasa
671 ,KENSELEC 500 EC,Cabai : ulat grayak Spodotera litura (Penyemprotan volume tinggi : 2 ml/l),PT Kenso Indonesia
672 ,KENMECTIN 39 EC,"Bawang merah: ulat grayak
Spodoptera exigua (Penyemprotan volume tinggi:
1 ml/l)",PT Kenso Indonesia
673 ,KENLON 480 EC,"Kelapa sawit (TBM): gulma berdaun lebar   
Mikania micrantha       
Synedrella nodiflora    
Chromolaena odorata 
 (Penyemprotan volume tinggi : 
375 – 500 ml/ha
)",PT Kenso Indonesia
674 ,KENISA 280 SC,"Bawang merah: penyakit bercak ungu
Alternaria porri (Penyemprotan volume tinggi:
1,5 ml/l)",CV Artha Buana Mandiri
675 ,KENDIZOL 250 EC,"Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 1 ml/l) Padi sawah : penyakit barcak daun Cercospora oryzae, penyakit busuk pelepah Rhizoctonia solani (Penyemprotan volume tinggi : 1 - 1,5 ml/l)",PT Kenso Indonesia
676 ,KENFAS 100 EC,"Cabai : ulat grayak Spodotera litura (Penyemprotan volume tinggi : 1,5 ml/l)",PT Kenso Indonesia
677 ,KENCOZEB 80 WP,Kentang : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Kenso Indonesia
678 ,KENDIURON 525 SC,"Tebu: gulma berdaun lebar Ageratum conyzoides, Borreria alata, Cleome rutidospermae, Echinochloa nodosa; gulma berdaun sempit Rootbelia exaltata; teki Cyperus rotundus (Penyemprotan volume tinggi:
1 - 3 l/ha)",PT Kenso Indonesia
679 ,KENANGA 25 EC (R),"Di dalam dan di luar ruangan : lalat Musca domestica (Pengkabutan (ULV) : 225 ml/ha) Di dalam dan di luar ruangan : nyamuk Aedes aegypti, Culex quinquefasciatus (Pengkabutan (ULV) : 125 - 150 ml/ha) Di dalam dan di luar ruangan : nyamuk Aedes aegypti (Pengasapan (thermal fogging) : 125 - 150 ml/ha) Di dalam dan di luar ruangan : nyamuk Culex quinquefasciatus (Pengasapan (thermal fogging) : 150 ml/ha) Di dalam ruangan : nyamuk Aedes aegypti, Culex quinquefasciatus (Penyemprotan residual sampai dengan 20 hari : 2,5 ml/l air )",PT Maju Makmur  Utomo
680 ,KEN-TEC 276 SL*,"Karet (TBM) : gulma berdaun lebar 
Ageratum conyzoides
Borreria alata
Calopogonium mucunoides
golongan rumput
Ottochloa nodosa
 (Penyemprotan volume tinggi:
1,25 - 1,5 l/ha
)",PT Kenso Indonesia
681 ,KEN - UP HITECH 75 SG,"Kelapa sawit (TBM) : gulma berdaun lebar 
Ageratum conyzoides
Mikania micrantha
golongan rumput
Ischaemum timorense  (Penyemprotan volume tinggi:
1,5 - 2,5 kg/ha )",PT Kenso Indonesia
682 ,KEN-SIPUT 260 EC,Padi sawah : siput murbei Pomacea canaliculata (Penyemprotan volume tinggi : 1 - 2 l/ha),PT Kenso Indonesia
683 ,"KELPAK 11/0,031 SL","Padi Sawah: meningkatkan jumlah anakan, meningkatkan jumlah gabah/malai, meningkatkan tinggi tanaman, meningkatkan jumlah anakan produktif, hasil gabah/ha (Perendaman benih 10 ml/l, dan dilanjutkan dengan Penyemprotan volume tinggi: 4 l/ha saat 30 dan 50 HST)",PT Bioworld Biosciences Manufacturing Industries
684 ,"KEMUT 0,03 GR","Di dalam ruangan lipas 
Blatella germanica
Periplanetta americana 
 (Umpan siap pakai
) Di dalam ruangan: semut
Anoplolepis gracilipes
 (Umpan siap pakai
)",PT Kristalindo Karunia Internasional
685 ,KELONIL 75 WP,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 g/l),PT Excel Meg Indo
686 ,KATROL 100 PA,"Karet : meningkatkan produksi lateks (Pengolesan pada bidang sadap : 0,9 g/pohon)",CV Saprotan Utama
687 ,KEJORA 15 EC,"Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Sari Kresna Kimia
688 ,KASTRO-77 250 EC,"Bawang Merah penyakit bercak ungu Alternaria porri
 (Penyemprotan volume tinggi 1,5 ml/l
)",PT Agromanna Jaya Lestari
689 ,KATROL 10 PA,"Karet :  Meningkatkan produksi lateks  (Pengolesan pada bidang sadap: 
0,9 g/pohon)",CV Saprotan Utama
690 ,KARETFULL 25 SL,"Karet: meningkatkan produksi lateks (Pengolesan pada bidang sadap:
1 ml/pohon)",PT Ardho Multimoda Gemilang
691 ,KARROLIE 400 EC,"Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,5 ml/l)",PT Maju Makmur  Utomo
692 ,KARDAN 4 GR,Kedelai: hama lalat bibit Agromyza phaseoli (Penaburan: 15 kg/ha),PT Sari Kresna Kimia
693 ,KARBASIN 500 EC,"Padi: wereng coklat 
Nilaparvata lugens (Penyemprotan volume tinggi:
2 ml/l)",PT Tunasharapan Murni
694 ,KAPUAS 560 SC,"Kentang: penyakit busuk daun
Phytophthora infestans (Penyemprotan volume tinggi:
1 ml/l)",PT Tiga Muara Emas Makmur
695 ,KANON 400 EC,"Apel : kutu daun Myzus persicae (Penyemprotan volume timggi : 1 ml/l) Cabai : kutu daun Myzus persicae, hama Thrips sp. (Penyemprotan volume tinggi : 0,125 ml/l) Jeruk : kutu daun Toxoptera citridus (Penyemprotan volume timggi :  2 ml/l) Kacang panjang : hama Thrips sp., kutu daun Aphis sp. (Penyemprotan volume tinggi  : 1 ml/l) Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1 l/ha) Kentang : kutu daun 
Myzus persicae
 (Penyemprotan volume tinggi:
0,25 l/ha 
) Kopi : kutu putih planococcus citri (Penyemprotan volume tinggi:
0,25 ml/l
) Kubis : kutu daun Myzus persicae (Penyemprotan volume tinggi:
1,5 ml/l
) Melon : hama Thrips sp. (Penyemprotan volume timggi : 0,5 ml/l) Semangka : hama Thrips sp. (Penyemprotan volume tinggi : 0,375 ml/l) Tembakau : kutu daun Myzus persicae (Penyemprotan volume tinggi : 1 l/ha)",PT Petrokimia Kayaku
696 ,KANMULUS 80 WG,"Cabai : penyakit antraknosa Colletotrichum capsici, penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi : 2 - 3 kg/ha) Kakao : penyakit busuk buah Phytohthora palmivora (Penyemprotan volume tinggi  : 1,2 - 1,8 kg/ha)",PT Kresna Bumitama Sejati
697 ,KAMIKAZE 371 EC,"Padi sawah: penyakit blas
Pyricularia oryzae (Penyemprotan volume tinggi:
1 l/ha)",PT Mitsubishi Corporation Indonesia
698 ,KAIPAL 200 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 2 - 2,5 ml/l)",PT Bahtera Boniaga Lestari
699 ,KALIANDRA 482 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi :  2 - 2,5 ml/l) Jagung : belalang Locusta sp. (Penyemprotan volume tinggi : 0,5 - 1 ml/l)",PT Agro Guna Makmur
700 ,JUPITER 25 EC,"Kentang : hama trips Thrips palmi (Penyemprotan volume tinggi : 0,75 ml/l)",PT Dalzon Chemicals Indonesia
701 ,JUMP UP 555 SL,"Kakao (TBM): gulma berdaun lebar Ageratum conyzoides, Clidemia hirta, gulma berdaun sempit Ottochloa nodosa, Paspalum conjugatum (Penyemprotan volume tinggi: 0,75 - 1,50 l/ha) Kelapa sawit (TBM): gulma berdaun lebar Chromolaena odorata, Synedrella nodiflora, Mikania micrantha, gulma berdaun sempit Axonopus compressus, Ischaemum timorense (Penyemprotan volume tinggi: 0,75 - 1,50 l/ha)",PT Sari Kresna Kimia
702 ,JUDO 70 WP,"Cabai merah: Bercak daun 
Cercospora capsici
Antraknosa
Colletotrichum capsici (Penyemprotan volume tinggi : 1,5 g/l) Padi : penyakit blas Pyricularia oryzae (Penyemprotan volume tinggi : 2,25 ml/l)",PT Belirang Kalisari
703 ,JOTOS 490 EC,"Kelapa sawit (TBM): gulma berdaun lebar  
Clidemia hirta              
Melastoma affine           (Penyemprotan volume tinggi:
225 – 300 ml/ha)",PT Petrosida Gresik
704 ,JOSSXONE 135 SL*,"Karet (TBM) : Gulma berdaun lebar Borreria alata, Erigeron sumatrensis, gulma berdaun sempit Axonopus compressus (Penyemprotan volume tinggi : 3 - 4 l/ha)",PT Tiga Muara Emas Makmur
705 ,JOSSTIIN 500 SC,"Bawang merah pengorok daun Liriomyza huidobrensis
 (Penyemprotan volume tinggi:0,5 ml/l
)",PT Dharma Ayu Tani
706 ,JOSSBAN 600 EC,"Bawang merah: hama kutu daun
Myzus persicae (Penyemprotan volume tinggi:
0,75 ml/l)",CV Raja Grafika
707 ,JOLT 25 EC,"Di dalam ruangan  Kecoa Periplanetta americana, Blatella germanica, Semut Anoploplepis gracilipes (Penyemprotan : 2,5 ml/l air untuk 50 ml/m2 s.d 4 minggu) Di dalam ruangan Nyamuk Aedes aegypti, Culex quinquefasciatus (Penyemprotan : 1 l/20 l air untuk 50 ml/m2 s.d 4 minggu) Di dalam ruangan: lalat 
Musca domestica (Penyemprotan residual: 2,5 ml/l s.d. 4 minggu ) Di dalam ruangan: nyamuk
Aedes aegypti (Pengasapan (Thermal fogging):
18 ml/ha) Di dalam ruangan: nyamuk
Culex quinquefasciatus (Pengasapan (Thermal fogging):
36 ml/ha) Di luar ruangan: nyamuk
Aedes aegypti
Culex quinquefasciatus (Pengasapan (Thermal fogging):
36 ml/ha)",PT Kristalindo Karunia Internasional
708 ,JOKI 400 SL,"Cabai : ulat grayak Spodotera litura (Penyemprotan volume tinggi  : 2,25 ml/ha) Padi : wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi  : 1 l/ha) Padi : penggerek batang Scirpophaga incertulas (Penyemprotan volume tinggi  : 1,125 l/ha)",PT Polarchem
709 ,JOKER GRAN 97 SG,"Kelapa sawit: ulat kantong
Metisa plana (Penyemprotan volume tinggi:
5  g/pohon)",PT Excel Meg Indo
