no,rank,character,animeography,mangaography,favorites
114,114,"Izumi, Konata","['Lucky☆Star', 'Lucky☆Star: Original na Visual to Animation', 'Miyakawa-ke no Kuufuku']","['Lucky☆Star', 'Lucky Star Pocket Travelers', 'Lucky☆Star: Comic à la carte']",14375
115,115,"Nishimiya, Shouko",['Koe no Katachi'],"['Koe no Katachi', 'Koe no Katachi', 'Eiga Koe no Katachi Special Book']",14238
116,116,Gilgamesh,"['Fate/Zero', 'Fate/Zero 2nd Season', 'Fate/Zero Remix']","['Fate/Zero', 'Fate/Zero', 'Fate/kaleid liner Prisma☆Illya 3rei!!']",13974
117,117,"Katsuragi, Misato","['Neon Genesis Evangelion', 'Neon Genesis Evangelion: Death & Rebirth', 'Neon Genesis Evangelion: The End of Evangelion']","['Neon Genesis Evangelion', 'Shinseiki Evangelion: Koutetsu no Girlfriend 2nd', 'Shinseiki Evangelion: Ikari Shinji Ikusei Keikaku']",13958
118,118,"Tachibana, Kanade","['Angel Beats!', 'Angel Beats! Specials', 'Kaginado Season 2']","['Angel Beats!: Track Zero', ""Angel Beats!: Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪']",13849
119,119,Simon,"['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!', 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen']","['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Gurren Gakuen-hen', 'Tengen Toppa Gurren Lagann: Rasen Shounentan']",13695
120,120,Vash the Stampede,"['Trigun', 'Trigun: Badlands Rumble']","['Trigun', 'Trigun Maximum', 'Trigun: Multiple Bullets']",13667
121,121,"Okazaki, Tomoya","['Clannad Movie', 'Clannad', 'Clannad: Mou Hitotsu no Sekai, Tomoyo-hen']","['Clannad', 'Clannad: Tomoyo After', 'Clannad 4-koma Manga Gekijyou']",13562
122,122,"Elric, Alphonse","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections']","['Fullmetal Alchemist', 'Fullmetal Alchemist', 'Full Metal Alchemist: Prototype']",13515
123,123,"Azusagawa, Sakuta","['Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama']","['Seishun Buta Yarou Series', 'Seishun Buta Yarou wa Bunny Girl-senpai no Yume wo Minai', 'Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai']",13513
124,124,"Kageyama, Tobio","['Haikyuu!!', 'Haikyuu!! Second Season', 'Haikyuu!! Movie 1: Owari to Hajimari']","['Haikyuu!!', 'Haikyuu!!', ""Let's! Haikyuu!?""]",13469
125,125,Mugen,['Samurai Champloo'],['Samurai Champloo'],13388
126,126,"Brando, Dio","['JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken: Phantom Blood', 'JoJo no Kimyou na Bouken (TV)']","['JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken Part 1: Phantom Blood', ""JoJo's Bizarre Adventure: Over Heaven""]",13265
127,127,"Kamado, Nezuko","['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu Gakuen: Valentine-hen']",['Kimetsu no Yaiba'],13237
128,128,"Okumura, Rin","['Ao no Exorcist', 'Ao no Exorcist: Ura Ex', 'Ao no Exorcist Movie']","['Ao no Exorcist', 'Ao no Exorcist', 'Salaryman Exorcist: Okumura Yukio no Aishuu']",12991
129,129,"Hirasawa, Yui","['K-On!', 'K-On!: Live House!', 'K-On!: Ura-On!']","['K-On!', 'K-On! Anthology Comic', 'K-On! College']",12855
130,130,"Tony Tony, Chopper","['One Piece', 'One Piece Movie 3: Chinjuu-jima no Chopper Oukoku', 'One Piece Movie 4: Dead End no Bouken']","['One Piece', 'Cross Epoch', 'One Piece Log Book Omake']",12760
131,131,"Akiyama, Mio","['K-On!', 'K-On!: Live House!', 'K-On!: Ura-On!']","['K-On!', 'K-On! Anthology Comic', 'K-On! College']",12682
132,132,"Souma, Kyou","['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season']",['Fruits Basket'],12667
133,133,Lucy,"['Elfen Lied', 'Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer']",['Elfen Lied'],12664
134,134,Nami,"['One Piece', 'One Piece Movie 1', 'One Piece Movie 2: Nejimaki-jima no Daibouken']","['One Piece', 'Cross Epoch', 'One Piece Log Book Omake']",12635
135,135,"Zeppeli, Gyro",[],['JoJo no Kimyou na Bouken Part 7: Steel Ball Run'],12604
136,136,Usopp,"['One Piece', 'One Piece Movie 1', 'One Piece Movie 2: Nejimaki-jima no Daibouken']","['One Piece', 'Cross Epoch', 'One Piece Log Book Omake']",12547
137,137,"Nakano, Nino","['5-toubun no Hanayome', '5-toubun no Hanayome ∬', '5-toubun no Hanayome Movie']",['5-toubun no Hanayome'],12346
138,138,"Suzuya, Juuzou","['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re']","['Tokyo Ghoul', 'Tokyo Ghoul:re']",12236
139,139,"Onodera, Kosaki","['Nisekoi', 'Nisekoi OVA', 'Nisekoi:']","['Nisekoi', 'Nisekoi: Urabana', 'Magical Pâtissière Kosaki-chan!!']",12171
140,140,Jiraiya,"['Naruto', 'Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!', 'Naruto: Shippuuden']","['Naruto Ninden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",12090
141,141,Power,['Chainsaw Man'],['Chainsaw Man'],12076
142,142,"Himura, Kenshin","['Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen', 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka']","['Rurouni Kenshin: Meiji Kenkaku Romantan', 'Rurouni Kenshin: Voyage to the Moon World', 'Rurouni Kenshin: Haru ni Sakura']",12065
143,143,"Callenreese, Aslan Jade",['Banana Fish'],"['Banana Fish', 'Private Opinion: Banana Fish Another Story']",12059
144,144,"Kaiki, Deishuu","['Monogatari Series: Second Season', 'Nisemonogatari', 'Hanamonogatari']","['Monogatari Series: Second Season', 'Monogatari Series Heroine Hon', 'Monogatari Series: First Season']",11940
145,145,"Hyuuga, Hinata","['Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den', 'The Last: Naruto the Movie', 'Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi']","['Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",11936
146,146,Ban,"['Nanatsu no Taizai', 'Nanatsu no Taizai OVA', 'Nanatsu no Taizai: Seisen no Shirushi']","['Nanatsu no Taizai', 'Mayoe! Nanatsu no Taizai Gakuen!', 'Nanatsu no Taizai: Edinburgh no Kyuuketsuki']",11830
147,147,"Nishinoya, Yuu","['Haikyuu!!', 'Haikyuu!!: Lev Genzan!', 'Haikyuu!! Second Season']",['Haikyuu!!'],11806
148,148,Gaara,"['Naruto', 'Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!', 'Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!']","['Naruto Hiden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",11793
149,149,"Hashibira, Inosuke","['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu Gakuen: Valentine-hen']",['Kimetsu no Yaiba'],11782
150,150,"Oikawa, Tooru","['Haikyuu!! Quest Picture Drama', 'Haikyuu!!', 'Haikyuu!! Second Season']",['Haikyuu!!'],11753
151,151,"Miyamura, Izumi","['Hori-san to Miyamura-kun', 'Horimiya']","['Hori-san to Miyamura-kun', 'Horimiya']",11666
152,152,"Degurechaff, Tanya","['Youjo Senki', 'Youjo Shenki Episode 0', 'Youjo Shenki']","['Youjo Senki', 'Youjo Senki', 'Youjo Senki Shokudou']",11658
153,153,"Itadori, Yuuji",['Jujutsu Kaisen (TV)'],['Jujutsu Kaisen'],11598
154,154,Akame,"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill! Recap']","['Akame ga Kill!', 'Akame ga Kill! Zero', 'Akame ga Kill! 1.5']",11490
155,155,Kagura,"['Gintama', 'Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi', 'Gintama: Shiroyasha Koutan']","['Gintama', '3-nen Z-gumi Ginpachi-sensei', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",11461
156,156,Griffith,"['Kenpuu Denki Berserk', 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku']","['Berserk', 'Berserk: Shinen no Kami 2']",11406
157,157,"Kira, Yoshikage",['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai'],"['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Shikei Shikkouchuu Datsugoku Shinkouchuu', 'Jorge Joestar']",11405
158,158,Thorfinn,"['Vinland Saga', 'Vinland Saga Season 2']",['Vinland Saga'],11392
159,159,"Phantomhive, Ciel","['Kuroshitsuji', 'Kuroshitsuji Recap', 'Kuroshitsuji II']","['Kuroshitsuji', 'Kuroshitsuji Anthology Comic: Nijishitsuji']",11186
160,160,"Kirisaki, Chitoge","['Nisekoi', 'Nisekoi OVA', 'Nisekoi:']","['Nisekoi', 'Ore Koi!!', 'Koi no Kamisama']",11173
161,161,"Shiina, Mayuri","['Steins;Gate', 'Steins;Gate: Soumei Eichi no Cognitive Computing', 'Steins;Gate 0']","['Steins;Gate', 'Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Hiyoku Renri no Sweets Honey']",11099
162,162,"Ichinose, Chizuru","['Kanojo, Okarishimasu', 'Kanojo, Okarishimasu Petit', 'Kanojo, Okarishimasu 2nd Season']","['Kanojo, Okarishimasu', 'Kanojo, Hitomishirimasu']",11032
163,163,Ryuk,"['Death Note', 'Death Note: Rewrite']","['Death Note', 'Death Note 13: How to Read - Shinsou', 'Death Note: Tokubetsu Yomikiri']",11009
164,164,"Himejima, Akeno","['High School DxD', 'High School DxD OVA', 'High School DxD Specials']","['High School DxD', 'High School DxD', 'High School DxD: Asia & Koneko no Himitsu no Keiyaku!?']",10975
165,165,Momonga,"['Overlord', 'Overlord: Ple Ple Pleiades', 'Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki']","['Overlord', 'Overlord']",10853
166,166,"Kamui, Kanna","['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai']","['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou', 'Kobayashi-san Chi no Maid Dragon: Elma no OL Nikki']",10769
167,167,"Zaraki, Kenpachi","['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 1: Memories of Nobody']","['Bleach: Spirits Are Forever with You', 'Bleach', 'Bleach 4-koma: Komaburi']",10751
168,168,"Sukehiro, Yami","['Black Clover', 'Black Clover: Jump Festa 2018 Special', 'Mugyutto! Black Clover']","['Black Clover Gaiden: Quartet Knights', 'Black Clover']",10703
169,169,"Furukawa, Nagisa","['Clannad Movie', 'Clannad', 'Clannad: After Story']","['Clannad', 'Clannad 4-koma Manga Gekijyou', 'Clannad: Hikaru Mimamoru Sakamichi de']",10636
170,170,Asta,"['Black Clover: Jump Festa 2016 Special', 'Black Clover', 'Black Clover: Jump Festa 2018 Special']","['Black Clover', 'Black Clover Gaiden: Quartet Knights']",10632
171,171,"Kirishima, Touka","['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re']","['Tokyo Ghoul', 'Tokyo Ghoul', 'Tokyo Ghoul']",10619
172,172,"Sung, Jin-Woo",[],['Solo Leveling'],10584
173,173,Death the Kid,"['Soul Eater', 'Soul Eater NOT!']","['Soul Eater', 'Soul Eater NOT!']",10565
174,174,"Kochou, Shinobu","['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu no Yaiba: Mugen Ressha-hen']","['Kimetsu no Yaiba: Tomioka Giyuu Gaiden', 'Kimetsu no Yaiba']",10513
175,175,"Walker, Allen","['D.Gray-man', 'D.Gray-man Hallow']","['D.Gray-man', 'D.Gray-man: Reverse']",10464
176,176,Accelerator,"['Toaru Majutsu no Index III', 'Toaru Kagaku no Accelerator', 'Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki']","['Toaru Majutsu no Index', 'Shinyaku Toaru Majutsu no Index', 'Toaru Majutsu no Index SS']",10455
177,177,"Jabami, Yumeko","['Kakegurui', 'Kakegurui××', 'Kakegurui Picture Drama']","['Kakegurui', 'Kakegurui (Kari)']",10438
178,178,Kyon,"['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu (2009)', 'Suzumiya Haruhi-chan no Yuuutsu']","['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi Series']",10424
179,179,"Iwakura, Lain",['Serial Experiments Lain'],['Serial Experiments Lain: The Nightmare of Fabrication'],10327
180,180,"Inaba, Himeko","['Kokoro Connect', 'Kokoro Connect: Michi Random']","['Kokoro Connect', 'Kokoro Connect', 'Magi-Cu 4-koma: Kokoro Connect']",10316
181,181,Raphtalia,"['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari Season 2', 'Tate no Yuusha no Nariagari Season 3']","['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari']",10261
182,182,"Kusanagi, Motoko","['Koukaku Kidoutai', 'Koukaku Kidoutai: Stand Alone Complex', 'Koukaku Kidoutai: Stand Alone Complex 2nd GIG']","['Koukaku Kidoutai: The Ghost in the Shell', 'Koukaku Kidoutai 2: Manmachine Interface', 'Koukaku Kidoutai: Stand Alone Complex']",10157
183,183,Makima,['Chainsaw Man'],['Chainsaw Man'],10111
184,184,"Uchiha, Madara",['Naruto: Shippuuden'],"['Naruto', 'Rock Lee no Seishun Full-Power Ninden']",9948
185,185,"Hanekawa, Tsubasa","['Bakemonogatari', 'Kizumonogatari I: Tekketsu-hen', 'Nekomonogatari: Kuro']","['Monogatari Series: First Season', 'Monogatari Series: Second Season', 'Bakemonogatari Short Stories']",9921
186,186,"Kozume, Kenma","['Haikyuu!!: Lev Genzan!', 'Haikyuu!! Quest Picture Drama', 'Haikyuu!!: Riku vs. Kuu']",['Haikyuu!!'],9870
187,187,Tomoe,"['Kamisama Hajimemashita', 'Kamisama Hajimemashita OVA', 'Kamisama Hajimemashita◎']","['Kamisama Hajimemashita', 'Kamisama Hajimemashita: Sonogo no Futari']",9861
188,188,"Kougami, Shinya","['Psycho-Pass', 'Psycho-Pass Movie', 'Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿']","['Kanshikan Tsunemori Akane', 'Psycho-Pass', 'Psycho-Pass: Kanshikan Kougami Shinya']",9835
189,189,Howl,['Howl no Ugoku Shiro'],[],9765
190,190,"Namikaze, Minato","['Naruto: Shippuuden Movie 4 - The Lost Tower', 'Naruto: Shippuuden Movie 6 - Road to Ninja', 'Naruto']","['Naruto', 'Rock Lee no Seishun Full-Power Ninden']",9733
191,191,Aqua,"['Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo! 2']","['Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Nichijou wo!']",9715
192,192,Meliodas,"['Nanatsu no Taizai', 'Nanatsu no Taizai OVA', 'Nanatsu no Taizai: Seisen no Shirushi']","['Nanatsu no Taizai', 'Fairy Tail x Nanatsu no Taizai Christmas Special', 'Mayoe! Nanatsu no Taizai Gakuen!']",9671
193,193,"Yuzuriha, Inori","['Guilty Crown', 'Guilty Crown: Kiseki - Reassortment', 'All Alone With You']",['Guilty Crown'],9657
194,194,Esdeath,"['Akame ga Kill!', 'AkaKill! Gekijou']","['Akame ga Kill!', 'Akame ga Kill! Zero']",9571
195,195,"Miyamoto, Musashi",[],['Vagabond'],9494
196,196,"Katou, Megumi","['Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai', 'Saenai Heroine no Sodatekata ♭']","['Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata: Egoistic-Lily']",9471
197,197,"Kuroko, Tetsuya","['Kuroko no Basket', 'Kuroko no Basket NG-shuu', 'Kuroko no Basket 2nd Season']","['Kuroko no Basket', 'Kuroko no Basket: Replace', 'Kuroko no Basket: Extra Game']",9467
198,198,"Makishima, Shougo","['Psycho-Pass', 'Psycho-Pass Movie', 'Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿']",['Kanshikan Tsunemori Akane'],9427
199,199,"Tomioka, Giyuu","['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu Gakuen: Valentine-hen']","['Kimetsu no Yaiba: Tomioka Giyuu Gaiden', 'Kimetsu no Yaiba']",9393
200,200,"Osaki, Nana",['Nana'],['Nana'],9362
201,201,"Iwatani, Naofumi","['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari Season 2', 'Tate no Yuusha no Nariagari Season 3']","['Tate no Yuusha no Nariagari', 'Tate no Yuusha no Nariagari', 'Yari no Yuusha no Yarinaoshi']",9338
202,202,"Rengoku, Kyoujurou","['Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu Gakuen: Valentine-hen', 'Kimetsu no Yaiba: Mugen Ressha-hen']","['Kimetsu no Yaiba: Tokubetsu Yomikiri', 'Kimetsu no Yaiba']",9286
203,203,"Tomori, Nao","['Charlotte', 'Charlotte: Tsuyoimono-tachi']","['Charlotte the 4-koma: Seishun wo Kakenukero!', 'Charlotte']",9278
204,204,"Urahara, Kisuke","['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 1: Memories of Nobody']","['Bleach', 'Bleach: Letters From the Other Side', 'Bleach: The Death Save the Strawberry']",9256
205,205,"Hori, Kyouko","['Hori-san to Miyamura-kun', 'Horimiya']","['Hori-san to Miyamura-kun', 'Horimiya']",9236
206,206,Archer,"['Fate/stay night', 'Fate/stay night Movie: Unlimited Blade Works', 'Fate/stay night TV Reproduction']","['Fate/stay night', 'Fate/stay night: Comic Battle', 'All Around Type-Moon']",9234
207,207,"Blouse, Sasha","['Shingeki no Kyojin', 'Shingeki no Kyojin OVA', 'Shingeki no Kyojin: Ano Hi Kara']","['Shingeki no Kyojin', 'Shingeki! Kyojin Chuugakkou', 'Sungeki no Kyojin']",9229
208,208,"Natsume, Takashi","['Natsume Yuujinchou', 'Zoku Natsume Yuujinchou', 'Natsume Yuujinchou San']","['Natsume Yuujinchou', 'Natsume Yuujinchou']",9217
209,209,"Ryougi, Shiki","['Kara no Kyoukai 1: Fukan Fuukei', 'Kara no Kyoukai 2: Satsujin Kousatsu (Zen)', 'Kara no Kyoukai 3: Tsuukaku Zanryuu']","['Kara no Kyoukai: The Garden of Sinners', 'Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer', 'Kara no Kyoukai: The Garden of Sinners']",9160
210,210,"Portgas D., Ace","['One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi', 'One Piece', 'One Piece Film: Strong World Episode 0']","['One Piece Novel: A', 'One Piece: Episode A', 'One Piece']",9109
211,211,"Sano, Manjirou","['Tokyo Revengers', 'Chibi Revenger']",['Tokyo卍Revengers'],9022
212,212,All Might,"['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 2nd Season: Hero Note']","['Boku no Hero Academia', 'Boku no Hero Academia Smash!', 'Vigilante: Boku no Hero Academia Illegals']",8985
213,213,"Suou, Tamaki",['Ouran Koukou Host Club'],"['Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club Short Special']",8977
214,214,"Tsukishima, Kei","['Haikyuu!!', 'Haikyuu!!: Lev Genzan!', 'Haikyuu!! Second Season']","['Haikyuu!!', 'Haikyuu!!']",8924
215,215,"Iino, Miko","['Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai: Ultra Romantic', 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA']","['Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai: Doujin-ban', 'Kaguya-sama wo Kataritai']",8815
216,216,"Nanami, Mami","['Kanojo, Okarishimasu', 'Kanojo, Okarishimasu Petit', 'Kanojo, Okarishimasu 2nd Season']","['Kanojo, Okarishimasu']",8808
217,217,"Migurdia, Roxy","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2']","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Roxy datte Honki desu']",8765
218,218,"Asada, Shino","['Sword Art Online II', 'Sword Art Online II: Debriefing', 'Sword Art Online II: Sword Art Offline II']","['Sword Art Online', 'Sword Art Online: Phantom Bullet', 'Sword Art Online: Calibur']",8743
219,219,"Higashikata, Jousuke","['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Kishibe Rohan wa Ugokanai']","['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', ""The Book: JoJo's Bizarre Adventure 4th Another Day"", 'JoJo no Kimyou na Bouken: Crazy Diamond no Akuryou-teki Shitsuren']",8734
220,220,"Nagato, Yuki","['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu (2009)', 'Suzumiya Haruhi-chan no Yuuutsu']","['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi Series']",8716
221,221,"Kugisaki, Nobara",['Jujutsu Kaisen (TV)'],['Jujutsu Kaisen'],8699
222,222,"Kiriyama, Rei","['3-gatsu no Lion', '3-gatsu no Lion Recap', '3-gatsu no Lion 2nd Season']",['3-gatsu no Lion'],8676
223,223,"Fushiguro, Megumi",['Jujutsu Kaisen (TV)'],['Jujutsu Kaisen'],8620
224,224,"Chitanda, Eru","['Hyouka', 'Hyouka: Motsubeki Mono wa']","['Koten-bu Series', 'Hyouka']",8593
225,225,Brook,"['One Piece', 'One Piece Film: Strong World', 'One Piece 3D: Mugiwara Chase']","['One Piece', 'One Piece Party', 'One Piece Log Book Omake']",8587
226,226,"Aomine, Daiki","['Kuroko no Basket: Mou Ikkai Yarimasen ka', 'Kuroko no Basket: Oshaberi Demo Shimasen ka', 'Kuroko no Basket: Saikou no Present Desu']","['Kuroko no Basket: Extra Game', 'Kuroko no Basket: Replace Plus', 'Kuroko no Basket']",8566
227,227,"Hitsugaya, Toushirou","['Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'Bleach', 'Bleach: The Sealed Sword Frenzy']","['Bleach', 'Bleach: The Honey Dish Rhapsody', 'Bleach 4-koma: Komaburi']",8559
228,228,"Yuigahama, Yui","['Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku']","['Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue', 'Yahari 4-koma demo Ore no Seishun Love Comedy wa Machigatteiru.']",8554
229,229,"Braun, Gabi","['Shingeki no Kyojin: The Final Season', 'Shingeki no Kyojin: The Final Season Part 2']","['Shingeki no Kyojin', 'Shingeki! Kyojin Koukou: Seishun! Tonari no Marley Gakuen']",8518
230,230,"Honda, Tooru","['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season']",['Fruits Basket'],8482
231,231,"Shiba, Tatsuya","['Mahouka Koukou no Rettousei', 'Yoku Wakaru Mahouka!', 'Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo']","['Mahouka Koukou no Rettousei: Nyuugaku-hen', 'Mahouka Koukou no Rettousei', 'Mahouka Koukou no Yuutousei']",8424
232,232,"Kuriyama, Mirai","['Kyoto Animation: Megane-hen', 'Kyoukai no Kanata', 'Kyoukai no Kanata: Mini Gekijou']",['Kyoukai no Kanata'],8407
233,233,Ray,"['Yakusoku no Neverland', 'Yakusoku no Neverland 2nd Season', 'Yakusoku no Neverland 2nd Season: Michishirube']","['Yakusoku no Neverland', 'Oyakusoku no Neverland']",8386
