no,rank,title,type,total_eps,show_time,member,score,link_page
157,"
157
",Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,1,Sep 2019 - Sep 2019,"297,089",8.41,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou
158,"
158
",Gintama°: Aizome Kaori-hen,OVA,2,Aug 2016 - Nov 2016,"70,795",8.41,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen
159,"
159
",Kaze ga Tsuyoku Fuiteiru,TV,23,Oct 2018 - Mar 2019,"245,216",8.41,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
160,"
160
",3-gatsu no Lion,TV,22,Oct 2016 - Mar 2017,"569,721",8.40,https://myanimelist.net/anime/31646/3-gatsu_no_Lion
161,"
161
",Chihayafuru 2,TV,25,Jan 2013 - Jun 2013,"206,022",8.40,https://myanimelist.net/anime/14397/Chihayafuru_2
162,"
162
",Cross Game,TV,50,Apr 2009 - Mar 2010,"111,572",8.40,https://myanimelist.net/anime/5941/Cross_Game
163,"
163
",Houseki no Kuni (TV),TV,12,Oct 2017 - Dec 2017,"365,874",8.40,https://myanimelist.net/anime/35557/Houseki_no_Kuni_TV
164,"
164
",Hunter x Hunter,TV,62,Oct 1999 - Mar 2001,"502,665",8.40,https://myanimelist.net/anime/136/Hunter_x_Hunter
165,"
165
",Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,12,Jan 2019 - Mar 2019,"1,285,720",8.40,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
166,"
166
",Natsume Yuujinchou Roku Specials,Special,2,Sep 2017 - Oct 2017,"38,045",8.40,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials
167,"
167
",Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,12,Jul 2020 - Sep 2020,"552,269",8.40,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan
168,"
168
",Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,Jul 2020 - Sep 2020,"866,768",8.39,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season
169,"
169
",Tian Guan Ci Fu,ONA,11,Oct 2020 - Jan 2021,"79,126",8.39,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu
170,"
170
",Usagi Drop,TV,11,Jul 2011 - Sep 2011,"435,846",8.39,https://myanimelist.net/anime/10162/Usagi_Drop
171,"
171
",Baccano!,TV,13,Jul 2007 - Nov 2007,"807,297",8.39,https://myanimelist.net/anime/2251/Baccano
172,"
172
",Barakamon,TV,12,Jul 2014 - Sep 2014,"573,675",8.39,https://myanimelist.net/anime/22789/Barakamon
173,"
173
",Kizumonogatari I: Tekketsu-hen,Movie,1,Jan 2016 - Jan 2016,"443,680",8.39,https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen
174,"
174
",Cowboy Bebop: Tengoku no Tobira,Movie,1,Sep 2001 - Sep 2001,"321,395",8.38,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
175,"
175
",Kamisama Hajimemashita: Kako-hen,OVA,4,Aug 2015 - Aug 2016,"137,830",8.38,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
176,"
176
",Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,1,Oct 2012 - Oct 2012,"179,029",8.38,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari
177,"
177
",Bakuman. 2nd Season,TV,25,Oct 2011 - Mar 2012,"317,675",8.37,https://myanimelist.net/anime/10030/Bakuman_2nd_Season
178,"
178
",Hellsing Ultimate,OVA,10,Feb 2006 - Dec 2012,"789,348",8.37,https://myanimelist.net/anime/777/Hellsing_Ultimate
179,"
179
",Kaze no Tani no Nausicaä,Movie,1,Mar 1984 - Mar 1984,"318,369",8.37,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä
180,"
180
",Gotcha!,Music,1,Sep 2020 - Sep 2020,"22,923",8.36,https://myanimelist.net/anime/42984/Gotcha
181,"
181
",Kingdom 2nd Season,TV,39,Jun 2013 - Mar 2014,"93,925",8.36,https://myanimelist.net/anime/17389/Kingdom_2nd_Season
182,"
182
",Kiseijuu: Sei no Kakuritsu,TV,24,Oct 2014 - Mar 2015,"1,536,834",8.36,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
183,"
183
",Mahou Shoujo Madoka★Magica,TV,12,Jan 2011 - Apr 2011,"1,100,530",8.36,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica
184,"
184
",Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,Jan 2021 - Mar 2021,"790,981",8.36,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu
185,"
185
",Psycho-Pass,TV,22,Oct 2012 - Mar 2013,"1,400,176",8.36,https://myanimelist.net/anime/13601/Psycho-Pass
186,"
186
",Yoru Ni Kakeru,Music,1,Nov 2019 - Nov 2019,"7,223",8.36,https://myanimelist.net/anime/48653/Yoru_Ni_Kakeru
187,"
187
",Shoujo☆Kageki Revue Starlight Movie,Movie,1,Jun 2021 - Jun 2021,"5,988",8.35,https://myanimelist.net/anime/40664/Shoujo☆Kageki_Revue_Starlight_Movie
188,"
188
",Uchuu Senkan Yamato 2199,OVA,26,May 2012 - Oct 2013,"101,272",8.35,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199
189,"
189
",Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,11,Apr 2011 - Jun 2011,"1,391,317",8.35,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
190,"
190
",Given,TV,11,Jul 2019 - Sep 2019,"421,005",8.35,https://myanimelist.net/anime/39533/Given
191,"
191
",Haikyuu!!: To the Top,TV,13,Jan 2020 - Apr 2020,"703,401",8.35,https://myanimelist.net/anime/38883/Haikyuu__To_the_Top
192,"
192
",Karakai Jouzu no Takagi-san 3,TV,12,Jan 2022 -,"89,986",8.35,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3
193,"
193
",Kimetsu no Yaiba: Mugen Ressha-hen,TV,7,Oct 2021 - Nov 2021,"301,886",8.35,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen
194,"
194
",Bakemonogatari,TV,15,Jul 2009 - Jun 2010,"1,237,279",8.34,https://myanimelist.net/anime/5081/Bakemonogatari
195,"
195
",Gintama: Shiroyasha Koutan,Special,1,Sep 2008 - Sep 2008,"60,859",8.34,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan
196,"
196
",K-On! Movie,Movie,1,Dec 2011 - Dec 2011,"279,978",8.34,https://myanimelist.net/anime/9617/K-On_Movie
197,"
197
",Kemono no Souja Erin,TV,50,Jan 2009 - Dec 2009,"76,223",8.34,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
198,"
198
",Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,1,Jan 2019 - Jan 2019,"84,639",8.34,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare
199,"
199
",Major S6,TV,25,Apr 2010 - Sep 2010,"56,104",8.34,https://myanimelist.net/anime/7655/Major_S6
200,"
200
",Mobile Suit Gundam: The Origin,OVA,6,Feb 2015 - May 2018,"59,819",8.34,https://myanimelist.net/anime/10937/Mobile_Suit_Gundam__The_Origin
201,"
201
",Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,Feb 2014 - Feb 2014,"70,124",8.34,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni
202,"
202
",Neon Genesis Evangelion,TV,26,Oct 1995 - Mar 1996,"1,476,525",8.34,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
203,"
203
",One Outs,TV,25,Oct 2008 - Apr 2009,"207,251",8.34,https://myanimelist.net/anime/5040/One_Outs
204,"
204
",Versailles no Bara,TV,40,Oct 1979 - Sep 1980,"80,323",8.34,https://myanimelist.net/anime/338/Versailles_no_Bara
205,"
205
",World Trigger 3rd Season,TV,14,Oct 2021 - Jan 2022,"66,763",8.34,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
206,"
206
",Natsume Yuujinchou Go Specials,Special,2,Mar 2017 - Apr 2017,"37,872",8.33,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials
207,"
207
",Ookami to Koushinryou II,TV,12,Jul 2009 - Sep 2009,"437,219",8.33,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
208,"
208
",Romeo no Aoi Sora,TV,33,Jan 1995 - Dec 1995,"42,831",8.33,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
209,"
209
",Sakamichi no Apollon,TV,12,Apr 2012 - Jun 2012,"328,168",8.33,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
210,"
210
",Tenki no Ko,Movie,1,Jul 2019 - Jul 2019,"738,489",8.33,https://myanimelist.net/anime/38826/Tenki_no_Ko
211,"
211
",Evangelion: 2.0 You Can (Not) Advance,Movie,1,Jul 2009 - Jul 2009,"446,279",8.33,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance
212,"
212
",Katanagatari,TV,12,Jan 2010 - Dec 2010,"501,207",8.33,https://myanimelist.net/anime/6594/Katanagatari
213,"
213
",Boku dake ga Inai Machi,TV,12,Jan 2016 - Mar 2016,"1,718,925",8.32,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
214,"
214
",Doukyuusei (Movie),Movie,1,Feb 2016 - Feb 2016,"212,464",8.32,https://myanimelist.net/anime/30346/Doukyuusei_Movie
215,"
215
",Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,Apr 2015 - Jun 2015,"727,970",8.32,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
216,"
216
",Hotarubi no Mori e,Movie,1,Sep 2011 - Sep 2011,"690,959",8.32,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
217,"
217
",Major: World Series,OVA,2,Dec 2011 - Jan 2012,"32,598",8.32,https://myanimelist.net/anime/11917/Major__World_Series
218,"
218
",Natsume Yuujinchou,TV,13,Jul 2008 - Sep 2008,"468,400",8.32,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
219,"
219
",NHK ni Youkoso!,TV,24,Jul 2006 - Dec 2006,"625,621",8.32,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
220,"
220
",Sono Bisque Doll wa Koi wo Suru,TV,12,Jan 2022 -,"327,044",8.32,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
221,"
221
","Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,1,Jul 2018 - Jul 2018,"248,940",8.32,https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou
222,"
222
",Shelter (Music),Music,1,Oct 2016 - Oct 2016,"297,782",8.31,https://myanimelist.net/anime/34240/Shelter_Music
223,"
223
",Shinsekai yori,TV,25,Sep 2012 - Mar 2013,"690,038",8.31,https://myanimelist.net/anime/13125/Shinsekai_yori
224,"
224
",Shirobako,TV,24,Oct 2014 - Mar 2015,"395,567",8.31,https://myanimelist.net/anime/25835/Shirobako
225,"
225
",Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,Jul 2021 - Sep 2021,"458,680",8.31,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
226,"
226
",Diamond no Ace: Second Season,TV,51,Apr 2015 - Mar 2016,"116,599",8.31,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
227,"
227
",Douluo Dalu: Xiaowu Juebie,ONA,13,May 2020 - Aug 2020,"7,695",8.31,https://myanimelist.net/anime/42498/Douluo_Dalu__Xiaowu_Juebie
228,"
228
",Fate/Zero,TV,13,Oct 2011 - Dec 2011,"1,290,138",8.31,https://myanimelist.net/anime/10087/Fate_Zero
229,"
229
",Hunter x Hunter: Original Video Animation,OVA,8,Jan 2002 - Apr 2002,"113,299",8.31,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
230,"
230
",Kawaki wo Ameku,Music,1,Jan 2019 - Jan 2019,"22,735",8.31,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
231,"
231
",Kuroko no Basket 3rd Season,TV,25,Jan 2015 - Jun 2015,"625,671",8.31,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
232,"
232
",Beck,TV,26,Oct 2004 - Mar 2005,"294,553",8.30,https://myanimelist.net/anime/57/Beck
233,"
233
",Detective Conan Movie 06: The Phantom of Baker Street,Movie,1,Apr 2002 - Apr 2002,"67,426",8.30,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
234,"
234
",Dr. Stone,TV,24,Jul 2019 - Dec 2019,"1,330,815",8.30,https://myanimelist.net/anime/38691/Dr_Stone
235,"
235
",Hibike! Euphonium 2,TV,13,Oct 2016 - Dec 2016,"191,486",8.30,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
236,"
236
",Initial D First Stage,TV,26,Apr 1998 - Dec 1998,"291,172",8.30,https://myanimelist.net/anime/185/Initial_D_First_Stage
237,"
237
",Kino no Tabi: The Beautiful World,TV,13,Apr 2003 - Jul 2003,"263,785",8.30,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
238,"
238
",Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Jan 1996 - Sep 1998,"436,981",8.30,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
239,"
239
",Steins;Gate: Oukoubakko no Poriomania,Special,1,Feb 2012 - Feb 2012,"384,177",8.30,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
240,"
240
",Nodame Cantabile,TV,23,Jan 2007 - Jun 2007,"286,534",8.29,https://myanimelist.net/anime/1698/Nodame_Cantabile
241,"
241
",Redline,Movie,1,Aug 2009 - Aug 2009,"310,578",8.29,https://myanimelist.net/anime/6675/Redline
242,"
242
",Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,Oct 2018 - Dec 2018,"1,340,042",8.29,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
243,"
243
",Tsubasa: Tokyo Revelations,OVA,3,Nov 2007 - Mar 2008,"87,881",8.29,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
244,"
244
",Ashita no Joe,TV,79,Apr 1970 - Sep 1971,"71,877",8.29,https://myanimelist.net/anime/2402/Ashita_no_Joe
245,"
245
",Bakemono no Ko,Movie,1,Jul 2015 - Jul 2015,"359,294",8.29,https://myanimelist.net/anime/28805/Bakemono_no_Ko
246,"
246
",Gintama: Shinyaku Benizakura-hen,Special,1,Dec 2010 - Dec 2010,"36,849",8.29,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
247,"
247
",Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,Jan 2017 - Mar 2017,"1,235,557",8.29,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
248,"
248
",Gin no Saji 2nd Season,TV,11,Jan 2014 - Mar 2014,"131,014",8.28,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
249,"
249
",Great Pretender,TV,23,Jul 2020 - Dec 2020,"476,484",8.28,https://myanimelist.net/anime/40052/Great_Pretender
250,"
250
",Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,Oct 2007 - Apr 2008,"299,580",8.28,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
251,"
251
",Koukaku Kidoutai,Movie,1,Nov 1995 - Nov 1995,"535,026",8.28,https://myanimelist.net/anime/43/Koukaku_Kidoutai
252,"
252
",Planetes,TV,26,Oct 2003 - Apr 2004,"219,613",8.28,https://myanimelist.net/anime/329/Planetes
253,"
253
",Stranger: Mukou Hadan,Movie,1,Sep 2007 - Sep 2007,"294,446",8.28,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
254,"
254
",Tokyo Godfathers,Movie,1,Nov 2003 - Nov 2003,"239,776",8.28,https://myanimelist.net/anime/759/Tokyo_Godfathers
255,"
255
",Tenkuu no Shiro Laputa,Movie,1,Aug 1986 - Aug 1986,"403,237",8.27,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
256,"
256
",Wu Liuqi Zhi Zui Qiang Fa Xing Shi,ONA,10,Oct 2019 - Jan 2020,"36,912",8.27,https://myanimelist.net/anime/40784/Wu_Liuqi_Zhi_Zui_Qiang_Fa_Xing_Shi
257,"
257
",Yuru Camp△,TV,12,Jan 2018 - Mar 2018,"388,769",8.27,https://myanimelist.net/anime/34798/Yuru_Camp△
258,"
258
",Hajime no Ippo: Champion Road,Special,1,Apr 2003 - Apr 2003,"111,513",8.27,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
259,"
259
",Hunter x Hunter: Greed Island Final,OVA,14,Mar 2004 - Aug 2004,"127,088",8.26,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
260,"
260
",Luo Xiao Hei Zhan Ji (Movie),Movie,1,Sep 2019 - Sep 2019,"13,484",8.26,https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie
261,"
261
",Non Non Biyori Movie: Vacation,Movie,1,Aug 2018 - Aug 2018,"62,034",8.26,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
262,"
262
",Quanzhi Gaoshou Specials,ONA,3,Apr 2018 - May 2018,"91,094",8.26,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials
263,"
263
",Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,Apr 2016 - Sep 2016,"1,820,894",8.26,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
264,"
264
",Space☆Dandy 2nd Season,TV,13,Jul 2014 - Sep 2014,"145,785",8.26,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
265,"
265
",Stand By Me Doraemon 2,Movie,1,Nov 2020 - Nov 2020,"12,275",8.26,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2
266,"
266
",Tonari no Totoro,Movie,1,Apr 1988 - Apr 1988,"885,094",8.26,https://myanimelist.net/anime/523/Tonari_no_Totoro
267,"
267
",Nodame Cantabile: Finale,TV,11,Jan 2010 - Mar 2010,"119,257",8.25,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale
268,"
268
",Sennen Joyuu,Movie,1,Sep 2002 - Sep 2002,"150,385",8.25,https://myanimelist.net/anime/1033/Sennen_Joyuu
269,"
269
",Youjo Senki Movie,Movie,1,Feb 2019 - Feb 2019,"210,576",8.25,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
270,"
270
",Danshi Koukousei no Nichijou,TV,12,Jan 2012 - Mar 2012,"698,092",8.25,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
271,"
271
",Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,Apr 2011 - Sep 2011,"163,695",8.25,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
272,"
272
",Initial D Final Stage,TV,4,May 2014 - Jun 2014,"107,352",8.25,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
273,"
273
",Kuroshitsuji Movie: Book of the Atlantic,Movie,1,Jan 2017 - Jan 2017,"161,425",8.25,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
274,"
274
",Detective Conan: Episode One - The Great Detective Turned Small,Special,1,Dec 2016 - Dec 2016,"25,662",8.24,https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small
275,"
275
",Diamond no Ace: Act II,TV,52,Apr 2019 - Mar 2020,"69,758",8.24,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
276,"
276
",IDOLiSH7: Third Beat!,TV,13,Jul 2021 - Sep 2021,"13,026",8.24,https://myanimelist.net/anime/45577/IDOLiSH7__Third_Beat
277,"
277
",Kuroko no Basket 2nd Season,TV,25,Oct 2013 - Mar 2014,"711,068",8.24,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
278,"
278
",Magi: The Kingdom of Magic,TV,25,Oct 2013 - Mar 2014,"733,709",8.24,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
279,"
279
",Major S1,TV,26,Nov 2004 - May 2005,"90,002",8.24,https://myanimelist.net/anime/627/Major_S1
280,"
280
",Major S3,TV,26,Jan 2007 - Jun 2007,"62,351",8.24,https://myanimelist.net/anime/1842/Major_S3
281,"
281
",No Game No Life: Zero,Movie,1,Jul 2017 - Jul 2017,"728,274",8.24,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero
282,"
282
",One Piece Movie 14: Stampede,Movie,1,Aug 2019 - Aug 2019,"118,387",8.24,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
283,"
283
",Ookami to Koushinryou,TV,13,Jan 2008 - Mar 2008,"720,558",8.24,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
284,"
284
",Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special,1,Dec 2015 - Dec 2015,"215,029",8.24,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
285,"
285
",Tokyo Revengers,TV,24,Apr 2021 - Sep 2021,"786,019",8.24,https://myanimelist.net/anime/42249/Tokyo_Revengers
286,"
286
",Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,Apr 2015 - Jun 2015,"880,443",8.24,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
287,"
287
",Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,25,Oct 2016 - Apr 2017,"114,529",8.23,https://myanimelist.net/anime/33051/Mobile_Suit_Gundam__Iron-Blooded_Orphans_2nd_Season
288,"
288
",Naruto: Shippuuden,TV,500,Feb 2007 - Mar 2017,"2,009,292",8.23,https://myanimelist.net/anime/1735/Naruto__Shippuuden
289,"
289
",SKET Dance,TV,77,Apr 2011 - Sep 2012,"203,330",8.23,https://myanimelist.net/anime/9863/SKET_Dance
290,"
290
",xxxHOLiC: Kei,TV,13,Apr 2008 - Jun 2008,"127,395",8.23,https://myanimelist.net/anime/3091/xxxHOLiC__Kei
291,"
291
",Yuukoku no Moriarty 2nd Season,TV,13,Apr 2021 - Jun 2021,"162,702",8.23,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_2nd_Season
292,"
292
",Dororo,TV,24,Jan 2019 - Jun 2019,"928,151",8.23,https://myanimelist.net/anime/37520/Dororo
293,"
293
",Douluo Dalu: Xingdou Xian Ji Pian,ONA,13,Aug 2020 - Nov 2020,"4,432",8.23,https://myanimelist.net/anime/42977/Douluo_Dalu__Xingdou_Xian_Ji_Pian
294,"
294
",Hachimitsu to Clover II,TV,12,Jun 2006 - Sep 2006,"97,978",8.23,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
295,"
295
",Hajime no Ippo: Mashiba vs. Kimura,OVA,1,Sep 2003 - Sep 2003,"89,056",8.23,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
296,"
296
",Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Movie,1,Oct 2012 - Oct 2012,"176,544",8.23,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
297,"
297
",Detective Conan Movie 13: The Raven Chaser,Movie,1,Apr 2009 - Apr 2009,"51,716",8.22,https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
298,"
298
",Douluo Dalu: Hanhai Qian Kun,ONA,13,Nov 2020 - Feb 2021,"4,008",8.22,https://myanimelist.net/anime/44189/Douluo_Dalu__Hanhai_Qian_Kun
299,"
299
",Fruits Basket 1st Season,TV,25,Apr 2019 - Sep 2019,"597,431",8.22,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season
300,"
300
",Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie,4,Nov 2019 - Nov 2019,"18,366",8.22,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
301,"
301
",Golden Kamuy 2nd Season,TV,12,Oct 2018 - Dec 2018,"148,575",8.22,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
302,"
302
",Kono Sekai no Katasumi ni,Movie,1,Nov 2016 - Nov 2016,"152,148",8.22,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni
303,"
303
",Majo no Takkyuubin,Movie,1,Jul 1989 - Jul 1989,"469,257",8.22,https://myanimelist.net/anime/512/Majo_no_Takkyuubin
304,"
304
",Mimi wo Sumaseba,Movie,1,Jul 1995 - Jul 1995,"283,986",8.22,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba
305,"
305
",Trigun,TV,26,Apr 1998 - Sep 1998,"637,196",8.22,https://myanimelist.net/anime/6/Trigun
306,"
306
",ReLIFE: Kanketsu-hen,Special,4,Mar 2018 - Mar 2018,"305,337",8.21,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
307,"
307
",Saiki Kusuo no Ψ-nan: Kanketsu-hen,Special,1,Dec 2018 - Dec 2018,"164,883",8.21,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen
308,"
308
",Toaru Kagaku no Railgun T,TV,25,Jan 2020 - Sep 2020,"183,409",8.21,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T
309,"
309
",xxxHOLiC: Rou,OVA,2,Apr 2010 - Mar 2011,"62,539",8.21,https://myanimelist.net/anime/6864/xxxHOLiC__Rou
310,"
310
",Yoru wa Mijikashi Arukeyo Otome,Movie,1,Apr 2017 - Apr 2017,"98,234",8.21,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome
311,"
311
",Bungou Stray Dogs 3rd Season,TV,12,Apr 2019 - Jun 2019,"445,391",8.21,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season
312,"
312
",Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Movie,1,Oct 2017 - Oct 2017,"359,381",8.21,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower
313,"
313
",Horimiya,TV,13,Jan 2021 - Apr 2021,"882,966",8.21,https://myanimelist.net/anime/42897/Horimiya
314,"
314
",InuYasha: Kanketsu-hen,TV,26,Oct 2009 - Mar 2010,"245,156",8.21,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
315,"
315
",Kaguya-hime no Monogatari,Movie,1,Nov 2013 - Nov 2013,"180,476",8.21,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
316,"
316
",Little Busters!: Refrain,TV,13,Oct 2013 - Dec 2013,"148,430",8.21,https://myanimelist.net/anime/18195/Little_Busters__Refrain
317,"
317
",Major S2,TV,26,Dec 2005 - Jun 2006,"64,712",8.21,https://myanimelist.net/anime/558/Major_S2
