no,nama perusahaan,jenis perizinan,tautan detail
2872,KAMRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12435?jp=1
2873,KANAKA ENERGI NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14226?jp=7
2874,KANAKA LOKA JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10350?jp=7
2875,KANDEPER PANJAITAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12565?jp=1
2876,KANS MINERAL ASIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10286?jp=7
2877,KANZANIA ALMIRA ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15086?jp=7
2878,KAOLIN BELITUNG PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13868?jp=1
2879,KAOLINDO INVESTAMA SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13656?jp=1
2880,KAOLINDO SAKTI PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8663?jp=1
2881,KAOT ENERGI SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14912?jp=7
2882,KAPALO HILALANG SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12967?jp=1
2883,KAPITAL INTERNUSA INVESTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10331?jp=7
2884,KAPUAS BARA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3991?jp=1
2885,KAPUAS BARA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3993?jp=1
2886,KAPUAS BATANG DANUM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14105?jp=1
2887,KAPUAS KARYA SILICA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13682?jp=1
2888,KAPUAS KUASA PRIMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13139?jp=7
2889,Kapuas Mineral Jaya,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15119?jp=1
2890,KAPUAS PRIMA CITRA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10631?jp=7
2891,KAPUAS PRIMA COAL TBK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3998?jp=1
2892,KAPUAS TUNGGAL PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4000?jp=1
2893,KAR2CALL ETC,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12699?jp=1
2894,KARA ELMAS MADENLERI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4001?jp=1
2895,KARANGJATI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13191?jp=1
2896,KARANG PRIMA ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14336?jp=7
2897,KARBALA BUANA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4004?jp=1
2898,KARBINDO ABESYAPRADHI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4005?jp=1
2899,KARDANIS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12904?jp=1
2900,KARFA SINAR JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14272?jp=7
2901,KARIM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13685?jp=1
2902,KARIMUN ANUGERAH PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13319?jp=1
2903,KARIMUN GRANITE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4009?jp=1
2904,KARIMUN MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4010?jp=1
2905,KARISMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4013?jp=1
2906,KARIVAN MUDA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11805?jp=1
2907,KARLINA RUSTAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15483?jp=1
2908,KARMIDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11081?jp=1
2909,KARMIN,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13920?jp=7
2910,KARNALIS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11358?jp=1
2911,KARSA ADI MULIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10028?jp=7
2912,KARSA CIPTA PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4019?jp=1
2913,KARSA PRIMA PERMATA NUSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14198?jp=1
2914,KARSA SUMBER RAHARJA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4021?jp=1
2915,KARS INDONESIA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4017?jp=1
2916,KARTANEGARA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13134?jp=7
2917,KARTIKA 3,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12850?jp=1
2918,KARTIKA ARTHA SEMESTA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11145?jp=7
2919,KARTIKA CHANDRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11489?jp=1
2920,KARTIKA EKA SAKTI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15487?jp=7
2921,KARTIKA INDAH JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12566?jp=1
2922,KARTIKA JAYA ABADI BETON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11119?jp=1
2923,KARTIKA KARYAWAN DAN VETERAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12567?jp=1
2924,KARTIKA SELABUMI MINING,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/4031?jp=3
2925,KARTIYAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12357?jp=1
2926,KARTONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4032?jp=1
2927,KARUNA BARA NUSA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11167?jp=7
2928,KARUNIA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13426?jp=1
2929,KARUNIA ALAM INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4036?jp=1
2930,KARUNIA ALAM SULAWESI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15518?jp=7
2931,KARUNIA ANUGERAH ALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9367?jp=1
2932,KARUNIA ARTA KAMILIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4038?jp=1
2933,KARUNIA BATU BUANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11690?jp=1
2934,KARUNIA BUKIT MAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14634?jp=1
2935,KARUNIA DUA SAHABAT,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16077?jp=7
2936,KARUNIA ENERGI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13230?jp=7
2937,KARUNIA JAYA SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14603?jp=1
2938,KARUNIA MANIFEST ALAM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13393?jp=7
2939,KARUNIA MINERAL PERTIWI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14431?jp=7
2940,KARUNIA MITRA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4042?jp=1
2941,KARUNIA MITRA PERDANA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9928?jp=7
2942,KARUNIA MITRA SEJATI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14862?jp=7
2943,KARUNIA PUTRA KANDILO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12642?jp=1
2944,KARUNIA PUTRA LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10276?jp=7
2945,KARUNIA SAGEA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14614?jp=1
2946,KARUNIA SEMESTA RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4045?jp=1
2947,KARYA ABADI BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10360?jp=7
2948,KARYA ADI KENCANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10549?jp=1
2949,KARYA ALAM ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4047?jp=1
2950,KARYA ALAM RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4048?jp=1
2951,KARYA ANUGERAH TRITUNGGAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10263?jp=7
2952,KARYA ANUGRAH MAKMUR INTITAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14470?jp=7
2953,KARYA ARDI PRESTASI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12119?jp=7
2954,KARYA BAKTI USAHA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10090?jp=7
2955,KARYA BOGOR SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12509?jp=1
2956,KARYA BUANA BUTON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11719?jp=1
2957,KARYA BUKIT UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4057?jp=1
2958,KARYA BUMI BARATAMA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/9176?jp=3
2959,KARYA CEMERLANG PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4061?jp=1
2960,KARYA CIPTA LAHANINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4062?jp=1
2961,KARYA CIPTA MANDIRI PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8669?jp=1
2962,KARYA CITRA BUTON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14445?jp=1
2963,KARYA CITRA MITRA SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13807?jp=1
2964,KARYA CITRA QUARINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4065?jp=1
2965,KARYA DENAI BARITO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4067?jp=1
2966,KARYA DESA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4068?jp=1
2967,KARYA DHARMA SATYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11632?jp=7
2968,KARYA EMAS MULTISANI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4071?jp=1
2969,KARYA GEMILANG LIMPAH REJEKI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4074?jp=1
2970,KARYA GROUP PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8673?jp=1
2971,KARYA HARAPAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8675?jp=1
2972,KARYA INTAN MAKSIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4076?jp=1
2973,KARYA INTI SAKTI BARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4078?jp=1
2974,KARYA KAPUAS INVESTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13806?jp=1
2975,KARYA LUHUR MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15559?jp=1
2976,KARYA MANDIRI MOROWALI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14435?jp=7
2977,KARYA MASAKU JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14269?jp=1
2978,KARYA MEGAH BUTON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4090?jp=1
2979,KARYA MELATI BELITONG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13675?jp=1
2980,KARYA MULIA UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11682?jp=7
2981,KARYA MURNI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8679?jp=1
2982,KARYA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4098?jp=1
2983,KARYA PERINTIS SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4102?jp=1
2984,KARYA PERMATA KUMAI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11659?jp=7
2985,KARYA PUTERA BANGKA BELITUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15674?jp=1
2986,KARYA PUTRA BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4109?jp=1
2987,KARYA PUTRA BORNEO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4110?jp=1
2988,KARYA PUTRA MANDIRI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9898?jp=1
2989,KARYA PUTRA PEMBINA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10550?jp=1
2990,KARYA RES LISBETH MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13786?jp=1
2991,KARYA SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13154?jp=1
2992,KARYA SELARAS PARAHYANGAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12528?jp=1
2993,KARYA SEMEN TUBAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11053?jp=1
2994,KARYA SENJA SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9494?jp=7
2995,KARYA SERASI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4123?jp=1
2996,KARYA SIAGA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4124?jp=1
2997,KARYA SILVI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4125?jp=1
2998,KARYA SUMBER ALAM PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8683?jp=1
2999,KARYA SUMBER ALAM PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8685?jp=1
3000,KARYA SUMBER ENERGIE,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9999?jp=7
3001,KARYA SURYA LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14337?jp=7
3002,KARYATAMA KONAWE UTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4145?jp=1
3003,KARYATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4147?jp=1
3004,KARYA TULUS BAKTI BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11952?jp=1
3005,KARYA USAHA ANEKA TAMBANG SOLOK SELATAN INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9575?jp=1
3006,KARYA USAHA PERTIWI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4134?jp=1
3007,KARYA UTAMA INFRASTRUKTUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14868?jp=7
3008,KARYA UTAMA TAMBANGJAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4136?jp=1
3009,KARYA WANGI SAGARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4137?jp=1
3010,KARYAWAN KELUARGA BESAR PETROKIMIA GRESIK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10405?jp=7
3011,KARYA WIJAYA ANEKA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4139?jp=1
3012,KASIH COAL RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10356?jp=7
3013,KASIH INDUSTRI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11454?jp=7
3014,KASIH KARUNIA BARATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10303?jp=7
3015,KASIH KARYA AGUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4150?jp=1
3016,KASIH MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4152?jp=1
3017,KASMAR SAMUDERA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15248?jp=7
3018,KASMAR TIAR RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4156?jp=1
3019,KASMIATI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13082?jp=7
3020,KASMIJAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12414?jp=1
3021,KASOMALANG CIPTA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15347?jp=1
3022,KASONGAN BUMI KENCANA,KK,https://modi.esdm.go.id/portal/detailPerusahaan/4158?jp=2
3023,KASONGAN MINING MILLS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4159?jp=1
3024,KASTINDO PRIMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14818?jp=7
3025,KATHRINA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12928?jp=1
3026,KATIMIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10691?jp=1
3027,KATINGAN INMAS SARANA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9686?jp=7
3028,KATINGAN KURNIA SELARAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4168?jp=1
3029,KATINGAN RIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4173?jp=1
3030,KAWAH TRADING INTERNATIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11574?jp=7
3031,KAWAN JAYA SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10289?jp=7
3032,KAWEI SEJAHTERA MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4185?jp=1
3033,KAYAN KALTARA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4190?jp=1
3034,KAYAN PUTRA UTAMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4192?jp=1
3035,KAYO MITRA INVESTINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9972?jp=7
3036,KAYONG SEJAHTERA LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8689?jp=1
3037,KCC RESOURCES INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10035?jp=7
3038,KCH INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9948?jp=7
3039,KEBUMEN TATA RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12425?jp=1
3040,KEDAP SAYAAQ,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4197?jp=1
3041,KEENAN JAYA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15298?jp=1
3042,KEINZ VENTURA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4201?jp=1
3043,KEJORA PRATAMA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14849?jp=7
3044,KEKAL ADIDAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4202?jp=1
3045,KELINCI KARYA SAMPOERNA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10130?jp=7
3046,KELOLA SUMBER DAYA NAGARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4206?jp=1
3047,KELOMPOK DELAPAN INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4207?jp=1
3048,KELOMPOK II TAMBANG RAKYAT KAMANG SENTOSA,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/9878?jp=4
3049,KELOMPOK I TAMBANG RAKYAT KAMANG SAIYO,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/4223?jp=4
3050,KELOMPOK I TAMBANG RAKYAT KAMANG SENTOSA,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/8695?jp=4
3051,KELOMPOK MASYARAKAT ANGGAI BERSATU 1,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/14241?jp=4
3052,KELOMPOK MASYARAKAT ANGGAI BERSATU 2,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/14243?jp=4
3053,KELOMPOK MASYARAKAT ANGGAI BERSATU 4,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/14240?jp=4
3054,KELOMPOK PENAMBANG CAHAYA EMAS BUMELA,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/9736?jp=4
3055,KELOMPOK V TAMBANG RAKYAT KAMANG SAIYO,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/8697?jp=4
3056,KELUARGA KESEPUHAN SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11617?jp=1
3057,KELUARGA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4237?jp=1
3058,KEMAKMURAN ABADI RESOURSES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15073?jp=1
3059,KEMAL MASDUKI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12272?jp=1
3060,KEMBAR EMAS SULTRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4245?jp=1
3061,KEMENANGAN GILANG ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15998?jp=7
3062,KEMILAU NUSANTARA KHATULISTIWA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4249?jp=1
3063,KEMILAU PUTIH INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15570?jp=1
3064,KEMILAU RINDANG ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4250?jp=1
3065,KEMILAU SUKSES ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10241?jp=7
3066,KEMILAU SUMBER ALAM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14188?jp=7
3067,KEMINDO CAO RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13224?jp=7
3068,KENANGAN MITRA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13030?jp=1
3069,KENCANA BARA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9925?jp=7
3070,KENCANA BUMI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4258?jp=1
3071,KENCANA BUMI SAKTI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11577?jp=7
3072,KENCANA INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12183?jp=1
3073,KENCANA MAHADRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15105?jp=1
3074,KENCANA NUSANTARA SAKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11824?jp=1
3075,KENCANA PRIMA SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4265?jp=1
3076,KENCANA SAKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4266?jp=1
3077,KENCANA TERANG SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11329?jp=1
3078,KENCANA WILSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4268?jp=1
3079,KENDAWANGAN PUTRA LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4271?jp=1
3080,KENDAWANGAN QUARINDO PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13548?jp=1
3081,KENDILO COAL  INDONESIA,IUPK,https://modi.esdm.go.id/portal/detailPerusahaan/4272?jp=8
3082,KENDY T. SAIYANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4273?jp=1
3083,KERITANG BUANA MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4278?jp=1
3084,KERTAWIRA SERA LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4280?jp=1
3085,KETAPANG AGRO LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12664?jp=1
3086,KETAPANG INDAH MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13570?jp=1
3087,KETAPANG KARYA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4284?jp=1
3088,KEUSIK BATU GALUNGGUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11694?jp=1
3089,KHADANA SUKSES BORNEO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14930?jp=7
3090,KHAERUDIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11424?jp=1
3091,KHANIS SULAIHOK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14266?jp=1
3092,KHATULISTIWA ENERGI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15351?jp=1
3093,KHATULISTIWA MAKMUR PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4301?jp=1
3094,KHATULISTIWA MINERAL AND MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11901?jp=1
3095,KHAZANA BUMI KALIMAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4304?jp=1
3096,KHELVIN CHANDRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13621?jp=1
3097,KHOIRUL INAYAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11039?jp=1
3098,KHOTAI MAKMUR INSAN ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4308?jp=1
3099,KHOZIN FIRDAUS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10993?jp=1
3100,Khrisna Adhityapurwita Ismanda,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15332?jp=1
3101,KIAN SUKSES MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10596?jp=1
3102,KIAT SUKSES ANDALAN PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15334?jp=1
3103,KIBAR SARIMUKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11745?jp=1
3104,KIDECO JAYA AGUNG,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/4313?jp=3
3105,KIDETA BUMI SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14713?jp=7
3106,KIDUL MAKMUR JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11542?jp=1
3107,KIJANG JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8707?jp=1
3108,KIMAN FAHIDA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13436?jp=1
3109,KIMIA FARMA (PERSERO) TBK. PLANT WATUDAKON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4324?jp=1
3110,KINGSTONE INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12314?jp=1
3111,KINTAN PUTRI MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4332?jp=1
3112,KINTAP BUKIT MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4333?jp=1
3113,KIRAMANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12302?jp=1
3114,KIRANA BHUMI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14761?jp=1
3115,KIRANA GRAHA BUANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4335?jp=1
3116,KIRIN ASIA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16212?jp=7
3117,KISYA PUNDI ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10287?jp=7
